"region","valår","Moderaterna","Centerpartiet","Liberalerna","Kristdemokraterna","Miljöpartiet","Socialdemokraterna","Vänsterpartiet","Sverigedemokraterna","övriga partier"
"1766 Sunne","2010",7,14,2,0,2,12,2,2,0
"1766 Sunne","2014",6,9,2,0,2,12,1,4,5
"1780 Karlstad","2002",12,4,8,5,2,25,4,0,1
"1780 Karlstad","2006",15,5,4,4,4,23,4,2,0
"1780 Karlstad","2010",17,3,4,3,5,23,4,2,0
"1780 Karlstad","2014",14,3,4,4,6,22,4,4,0
"1781 Kristinehamn","2002",8,7,6,4,2,16,5,1,0
"1781 Kristinehamn","2006",12,4,2,1,1,14,3,1,3
"1781 Kristinehamn","2010",11,5,2,1,2,16,3,1,0
"1781 Kristinehamn","2014",7,5,4,1,2,16,3,3,0
"1782 Filipstad","2002",5,3,3,2,2,16,6,0,0
"1782 Filipstad","2006",5,3,2,2,1,19,4,1,0
"1782 Filipstad","2010",6,3,2,1,1,18,3,1,2
"1782 Filipstad","2014",7,2,1,1,1,15,3,6,1
"1783 Hagfors","2002",3,5,2,2,0,23,6,0,0
"1783 Hagfors","2006",4,5,3,1,0,21,6,1,0
"1783 Hagfors","2010",3,4,3,0,1,18,4,2,0
"1783 Hagfors","2014",2,4,2,0,1,18,3,5,0
"1784 Arvika","2002",5,5,5,2,3,23,5,1,0
"1784 Arvika","2006",8,6,3,2,2,23,3,2,0
"1784 Arvika","2010",10,5,3,1,2,23,3,2,0
"1784 Arvika","2014",7,5,2,1,3,23,4,4,0
"1785 Säffle","2002",4,21,2,2,2,9,1,0,0
"1785 Säffle","2006",4,15,1,2,1,11,1,1,5
"1785 Säffle","2010",6,12,1,1,1,12,0,2,6
"1785 Säffle","2014",5,10,1,1,1,10,1,6,6
"1814 Lekeberg","2002",4,10,2,3,1,13,2,0,0
"1814 Lekeberg","2006",5,10,2,3,1,12,1,0,0
"1814 Lekeberg","2010",6,7,1,3,2,10,1,2,3
"1814 Lekeberg","2014",5,9,1,2,1,10,1,4,2
"1860 Laxå","2002",2,3,3,3,0,14,6,0,0
"1860 Laxå","2006",3,4,2,3,1,14,4,0,0
"1860 Laxå","2010",4,3,2,4,1,14,3,0,0
"1860 Laxå","2014",4,3,1,6,2,10,3,2,0
"1861 Hallsberg","2002",4,5,4,4,1,23,4,0,0
"1861 Hallsberg","2006",6,5,2,3,2,22,3,2,0
"1861 Hallsberg","2010",7,3,2,2,2,23,3,3,0
"1861 Hallsberg","2014",6,4,2,2,2,20,3,6,0
"1862 Degerfors","2002",2,3,3,1,1,21,10,0,0
"1862 Degerfors","2006",3,3,2,2,1,18,12,0,0
"1862 Degerfors","2010",3,2,1,1,1,12,20,0,0
"1862 Degerfors","2014",2,2,0,1,1,10,13,2,0
"1863 Hällefors","2002",2,3,0,0,0,17,3,0,6
"1863 Hällefors","2006",4,4,0,0,0,15,4,0,4
"1863 Hällefors","2010",4,3,0,1,0,11,4,1,7
"1863 Hällefors","2014",5,3,0,0,0,9,7,3,4
"1864 Ljusnarsberg","2002",2,6,0,0,1,16,3,0,3
"1864 Ljusnarsberg","2006",3,5,0,0,0,14,3,1,5
"1864 Ljusnarsberg","2010",5,4,0,0,2,13,3,2,2
"1864 Ljusnarsberg","2014",3,2,1,0,2,9,2,6,0
"1880 Örebro","2002",8,3,10,8,4,26,6,0,0
"1880 Örebro","2006",13,4,8,6,4,25,4,1,0
"1880 Örebro","2010",14,2,5,4,4,28,4,4,0
"1880 Örebro","2014",13,4,4,4,6,24,4,6,0
"1881 Kumla","2002",5,5,4,4,1,23,3,0,0
"1881 Kumla","2006",6,4,3,4,1,23,2,2,0
"1881 Kumla","2010",8,3,3,3,2,22,2,2,0
"1881 Kumla","2014",8,3,5,2,2,18,2,5,0
"1882 Askersund","2002",5,5,3,3,0,16,4,1,0
"1882 Askersund","2006",8,4,2,3,1,15,3,1,0
"1882 Askersund","2010",7,3,2,3,1,14,2,1,0
"1882 Askersund","2014",6,3,1,2,2,13,2,4,0
"1883 Karlskoga","2002",7,1,4,3,1,30,4,0,1
"1883 Karlskoga","2006",12,2,2,2,1,26,4,0,2
"1883 Karlskoga","2010",13,1,2,2,2,23,4,2,2
"1883 Karlskoga","2014",11,2,2,1,3,20,3,4,1
"1884 Nora","2002",5,4,4,3,1,15,3,0,0
"1884 Nora","2006",6,4,3,2,1,16,2,0,0
"1884 Nora","2010",5,2,3,2,1,15,1,0,5
"1884 Nora","2014",4,3,1,1,2,14,4,3,3
"1885 Lindesberg","2002",5,7,3,3,2,20,3,0,2
"1885 Lindesberg","2006",7,10,2,2,2,18,3,1,0
"1885 Lindesberg","2010",8,6,2,2,2,19,2,4,0
"1885 Lindesberg","2014",7,6,1,1,2,18,2,8,0
"1904 Skinnskatteberg","2002",3,3,2,2,1,16,4,0,0
"1904 Skinnskatteberg","2006",3,4,4,1,0,12,3,0,4
"1904 Skinnskatteberg","2010",2,2,10,0,2,12,2,1,0
"1904 Skinnskatteberg","2014",2,2,10,0,1,12,2,2,0
"1907 Surahammar","2002",3,4,3,2,0,20,7,0,0
"1907 Surahammar","2006",5,3,2,2,1,20,5,0,0
"1907 Surahammar","2010",6,3,3,1,1,19,4,2,0
"1907 Surahammar","2014",5,5,2,1,1,15,4,5,0
"1960 Kungsör","2002",5,7,4,3,0,17,3,0,0
"1960 Kungsör","2006",8,8,3,2,0,15,2,0,0
"1960 Kungsör","2010",9,4,7,1,1,13,2,2,0
"1960 Kungsör","2014",7,5,3,1,2,14,2,5,0
"1961 Hallstahammar","2002",5,3,4,6,1,19,6,1,0
"1961 Hallstahammar","2006",6,3,4,5,2,19,4,2,0
"1961 Hallstahammar","2010",7,2,4,3,1,22,4,2,0
"1961 Hallstahammar","2014",6,2,3,2,2,21,4,5,0
"1962 Norberg","2002",3,2,2,0,1,11,12,0,0
"1962 Norberg","2006",4,3,2,0,1,15,6,0,0
"1962 Norberg","2010",3,3,4,0,1,14,5,1,0
"1962 Norberg","2014",2,2,1,0,1,12,7,4,2
"1980 Västerås","2002",9,3,10,4,4,27,4,0,0
"1980 Västerås","2006",14,4,8,4,4,23,4,0,0
"1980 Västerås","2010",17,2,7,2,4,22,4,3,0
"1980 Västerås","2014",15,4,5,2,4,21,4,6,0
"1981 Sala","2002",6,9,4,5,0,21,3,0,1
"1981 Sala","2006",8,10,2,3,0,18,3,1,0
"1981 Sala","2010",7,8,2,2,2,15,2,2,5
"1981 Sala","2014",5,9,1,1,2,14,2,5,6
"1982 Fagersta","2002",3,1,1,1,0,10,19,0,0
"1982 Fagersta","2006",3,1,1,1,0,8,21,0,0
"1982 Fagersta","2010",3,0,1,1,0,8,20,2,0
"1982 Fagersta","2014",4,1,1,0,0,14,10,5,0
"1983 Köping","2002",7,4,4,3,1,23,6,0,1
"1983 Köping","2006",9,5,3,3,1,22,4,1,1
"1983 Köping","2010",9,4,3,2,2,22,4,3,0
"1983 Köping","2014",7,4,2,1,2,22,4,7,0
"1984 Arboga","2002",5,3,5,2,3,16,3,0,4
"1984 Arboga","2006",7,3,4,2,1,18,3,0,3
"1984 Arboga","2010",9,2,4,2,2,16,3,2,1
"1984 Arboga","2014",9,2,3,2,2,16,2,4,1
"2021 Vansbro","2002",2,9,2,4,1,14,5,0,0
"2021 Vansbro","2006",3,8,1,7,0,11,4,0,3
"2021 Vansbro","2010",2,9,1,3,0,10,3,0,3
"2021 Vansbro","2014",1,11,1,3,0,10,2,1,2
"2023 Malung-Sälen","2002",6,6,4,2,0,15,8,0,0
"2023 Malung-Sälen","2006",9,5,3,1,0,14,6,0,3
"2023 Malung-Sälen","2010",9,3,3,0,0,15,5,1,3
"2023 Malung-Sälen","2014",9,4,3,0,0,15,4,2,2
"2026 Gagnef","2002",3,12,2,2,0,14,2,0,0
"2026 Gagnef","2006",4,15,1,2,1,12,0,0,0
"2026 Gagnef","2010",5,12,1,2,2,12,0,1,0
"2026 Gagnef","2014",4,7,1,1,2,9,1,3,7
"2029 Leksand","2002",4,19,3,5,0,10,5,0,3
"2029 Leksand","2006",7,15,3,7,2,12,3,0,0
"2029 Leksand","2010",9,11,2,8,3,11,2,1,2
"2029 Leksand","2014",6,11,1,6,3,12,3,3,4
"2031 Rättvik","2002",3,11,5,2,1,14,2,0,1
"2031 Rättvik","2006",5,13,4,1,1,13,1,0,1
"2031 Rättvik","2010",6,10,2,1,2,14,2,1,1
"2031 Rättvik","2014",5,13,1,1,2,12,2,3,0
"2034 Orsa","2002",2,8,1,2,1,12,2,1,2
"2034 Orsa","2006",3,8,1,2,1,13,2,1,0
"2034 Orsa","2010",2,9,1,2,2,11,2,2,0
"2034 Orsa","2014",1,12,1,1,1,8,2,5,0
"2039 Älvdalen","2002",2,5,3,1,2,13,1,0,8
"2039 Älvdalen","2006",4,6,3,1,1,15,0,0,5
"2039 Älvdalen","2010",6,7,1,1,1,14,0,1,4
"2039 Älvdalen","2014",4,8,0,0,1,17,0,3,2
"2061 Smedjebacken","2002",5,4,2,1,3,17,3,0,0
"2061 Smedjebacken","2006",5,4,1,1,1,21,2,0,0
"2061 Smedjebacken","2010",5,3,1,0,2,22,1,1,0
"2061 Smedjebacken","2014",6,5,1,0,3,15,2,3,0
"2062 Mora","2002",3,15,2,3,1,12,3,0,2
"2062 Mora","2006",5,13,2,2,1,12,2,0,4
"2062 Mora","2010",6,11,1,2,2,12,2,1,4
"2062 Mora","2014",5,11,1,1,2,12,2,3,4
"2080 Falun","2002",9,6,5,3,3,23,5,0,7
"2080 Falun","2006",12,7,4,3,4,23,3,0,5
"2080 Falun","2010",15,5,2,2,4,23,4,2,4
"2080 Falun","2014",13,7,4,1,4,20,5,5,2
"2081 Borlänge","2002",7,5,6,3,3,31,5,0,1
"2081 Borlänge","2006",11,5,4,2,2,28,4,2,3
"2081 Borlänge","2010",11,4,2,2,2,24,5,7,4
"2081 Borlänge","2014",9,5,2,2,3,22,4,12,2
"2082 Säter","2002",4,9,3,2,1,14,2,0,0
"2082 Säter","2006",5,8,3,2,1,14,2,0,0
"2082 Säter","2010",6,7,2,1,1,16,1,1,0
"2082 Säter","2014",5,6,2,1,1,14,2,4,0
"2083 Hedemora","2002",5,7,2,3,2,15,4,0,3
"2083 Hedemora","2006",6,8,1,2,2,17,3,1,1
"2083 Hedemora","2010",7,8,1,1,2,14,2,3,3
"2083 Hedemora","2014",7,7,1,0,2,13,3,4,4
"2084 Avesta","2002",5,5,3,2,2,16,4,0,4
"2084 Avesta","2006",9,4,2,1,2,17,3,1,2
"2084 Avesta","2010",9,3,2,1,2,18,2,2,2
"2084 Avesta","2014",5,3,1,1,1,21,2,4,3
"2085 Ludvika","2002",5,2,3,2,2,22,6,0,3
"2085 Ludvika","2006",7,3,1,1,1,24,4,0,4
"2085 Ludvika","2010",9,2,2,0,2,22,4,2,2
"2085 Ludvika","2014",10,2,1,0,3,17,4,7,1
"2101 Ockelbo","2002",2,8,0,0,1,14,6,0,0
"2101 Ockelbo","2006",3,7,0,1,1,15,4,0,0
"2101 Ockelbo","2010",4,5,1,1,1,15,2,2,0
"2101 Ockelbo","2014",2,5,2,0,1,15,1,5,0
"2104 Hofors","2002",2,2,2,1,1,17,4,0,2
"2104 Hofors","2006",4,2,2,1,1,14,3,0,4
"2104 Hofors","2010",4,2,2,0,1,14,3,2,3
"2104 Hofors","2014",3,2,2,0,0,12,4,3,5
"2121 Ovanåker","2002",3,14,3,5,2,12,2,0,0
"2121 Ovanåker","2006",3,15,2,4,0,15,2,0,0
"2121 Ovanåker","2010",4,11,1,4,2,17,1,1,0
"2121 Ovanåker","2014",3,9,1,4,1,12,1,4,0
"2132 Nordanstig","2002",4,8,3,2,1,11,2,0,0
"2132 Nordanstig","2006",4,10,2,1,1,11,1,1,0
"2132 Nordanstig","2010",3,7,4,1,1,11,2,2,0
"2132 Nordanstig","2014",4,5,2,1,1,11,2,5,0
"2161 Ljusdal","2002",4,9,5,3,2,19,5,0,2
"2161 Ljusdal","2006",6,8,2,2,2,13,3,0,5
"2161 Ljusdal","2010",7,5,3,1,2,14,3,2,4
"2161 Ljusdal","2014",7,4,3,1,3,12,4,5,2
"2180 Gävle","2002",10,4,8,5,3,28,7,0,0
"2180 Gävle","2006",15,4,5,3,4,25,6,3,0
"2180 Gävle","2010",18,3,5,2,5,24,4,4,0
"2180 Gävle","2014",17,3,5,2,4,20,6,8,0
"2181 Sandviken","2002",5,4,5,4,1,25,7,0,0
"2181 Sandviken","2006",9,5,3,2,1,23,5,0,3
"2181 Sandviken","2010",9,3,3,2,2,22,5,3,2
"2181 Sandviken","2014",8,3,2,1,2,21,5,7,2
"2182 Söderhamn","2002",4,11,4,3,2,17,10,0,0
"2182 Söderhamn","2006",5,10,2,2,1,20,5,2,2
"2182 Söderhamn","2010",7,7,2,1,2,20,3,6,1
"2182 Söderhamn","2014",5,7,2,1,2,18,4,8,2
"2183 Bollnäs","2002",5,13,7,3,2,16,3,0,0
"2183 Bollnäs","2006",6,13,3,2,1,17,3,1,3
"2183 Bollnäs","2010",5,5,5,2,1,14,2,3,8
"2183 Bollnäs","2014",4,5,2,1,2,14,3,6,8
"2184 Hudiksvall","2002",5,10,3,4,3,20,6,0,0
"2184 Hudiksvall","2006",9,10,2,2,2,20,6,0,0
"2184 Hudiksvall","2010",9,9,2,2,4,18,5,2,0
"2184 Hudiksvall","2014",7,8,1,1,4,19,6,5,0
"2260 Ånge","2002",3,6,2,3,1,22,4,0,0
"2260 Ånge","2006",4,5,1,2,1,18,3,1,0
"2260 Ånge","2010",5,5,0,1,1,20,2,1,0
"2260 Ånge","2014",3,2,0,2,0,18,2,3,5
"2262 Timrå","2002",2,7,3,3,1,25,7,1,0
"2262 Timrå","2006",5,7,2,2,1,26,4,2,0
"2262 Timrå","2010",9,4,3,1,2,24,4,2,0
"2262 Timrå","2014",4,2,3,1,1,20,3,4,3
"2280 Härnösand","2002",5,6,4,2,3,20,5,0,4
"2280 Härnösand","2006",8,7,3,2,3,17,3,0,6
"2280 Härnösand","2010",8,4,2,1,3,18,3,1,3
"2280 Härnösand","2014",7,3,2,1,5,19,3,3,0
"2281 Sundsvall","2002",10,7,10,5,4,38,7,0,0
"2281 Sundsvall","2006",17,7,8,4,4,35,4,2,0
"2281 Sundsvall","2010",25,3,7,1,5,32,4,4,0
"2281 Sundsvall","2014",16,4,5,2,4,38,4,8,0
"2282 Kramfors","2002",3,8,2,2,1,20,5,0,0
"2282 Kramfors","2006",5,8,2,2,1,19,4,0,0
"2282 Kramfors","2010",5,7,1,1,2,20,4,1,0
"2282 Kramfors","2014",4,7,1,1,1,20,4,3,0
"2283 Sollefteå","2002",4,5,3,5,2,21,5,0,0
"2283 Sollefteå","2006",7,6,2,2,2,22,4,0,0
"2283 Sollefteå","2010",7,4,2,1,2,21,3,1,4
"2283 Sollefteå","2014",5,4,1,0,1,21,3,2,8
"2284 Örnsköldsvik","2002",4,9,4,7,0,34,3,0,0
"2284 Örnsköldsvik","2006",6,10,2,5,0,35,2,0,1
"2284 Örnsköldsvik","2010",8,9,2,5,2,31,2,0,2
"2284 Örnsköldsvik","2014",8,10,2,5,2,28,3,3,0
"2303 Ragunda","2002",3,7,1,0,0,16,4,0,0
"2303 Ragunda","2006",0,7,0,0,0,13,5,0,6
"2303 Ragunda","2010",0,7,0,0,0,18,2,0,4
"2303 Ragunda","2014",0,5,0,0,0,15,2,1,4
"2305 Bräcke","2002",4,8,2,0,1,21,5,0,0
"2305 Bräcke","2006",6,8,2,0,1,20,4,0,0
"2305 Bräcke","2010",6,6,2,0,1,22,3,0,0
"2305 Bräcke","2014",4,11,1,0,1,14,2,3,3
"2309 Krokom","2002",4,12,2,2,3,18,4,0,0
"2309 Krokom","2006",6,12,1,2,3,17,4,0,0
"2309 Krokom","2010",8,11,1,1,3,17,3,1,0
"2309 Krokom","2014",6,13,0,1,2,16,4,3,0
"2313 Strömsund","2002",4,10,2,2,1,22,8,0,0
"2313 Strömsund","2006",4,5,1,0,0,13,3,0,9
"2313 Strömsund","2010",5,5,0,0,0,17,3,2,3
"2313 Strömsund","2014",4,5,0,0,1,17,3,3,2
"2321 Åre","2002",4,10,3,2,2,17,2,0,1
"2321 Åre","2006",8,10,2,2,2,14,2,0,1
"2321 Åre","2010",7,7,3,1,2,14,1,0,6
"2321 Åre","2014",6,7,1,1,3,12,1,1,5
"2326 Berg","2002",2,7,1,2,1,8,2,0,16
"2326 Berg","2006",3,9,0,2,1,10,3,0,11
"2326 Berg","2010",5,7,1,0,2,11,1,1,3
"2326 Berg","2014",7,7,0,0,2,13,0,2,0
"2361 Härjedalen","2002",5,6,3,2,0,23,5,0,5
"2361 Härjedalen","2006",7,6,2,1,0,21,3,2,7
"2361 Härjedalen","2010",6,5,2,1,0,16,2,3,4
"2361 Härjedalen","2014",6,7,1,0,0,15,2,3,5
"2380 Östersund","2002",7,16,4,2,4,26,8,0,0
"2380 Östersund","2006",11,15,4,2,4,27,4,0,0
"2380 Östersund","2010",14,12,4,1,5,26,4,1,0
"2380 Östersund","2014",12,8,4,1,6,22,4,4,0
"2401 Nordmaling","2002",2,5,6,2,0,14,2,0,0
"2401 Nordmaling","2006",3,6,5,2,0,13,2,0,0
"2401 Nordmaling","2010",4,6,3,2,0,14,2,0,0
"2401 Nordmaling","2014",3,11,3,1,0,9,3,1,0
"2403 Bjurholm","2002",11,4,3,2,0,10,1,0,0
"2403 Bjurholm","2006",9,5,4,2,0,10,1,0,0
"2403 Bjurholm","2010",10,5,3,2,0,10,1,0,0
"2403 Bjurholm","2014",10,5,2,1,0,11,1,1,0
"2404 Vindeln","2002",4,7,2,3,0,12,2,0,1
"2404 Vindeln","2006",5,8,2,3,0,12,1,0,0
"2404 Vindeln","2010",6,7,2,2,0,13,1,0,0
"2404 Vindeln","2014",5,6,1,2,0,14,2,1,0
"2409 Robertsfors","2002",1,12,2,3,1,12,0,0,0
"2409 Robertsfors","2006",2,12,2,2,1,11,1,0,0
"2409 Robertsfors","2010",2,9,2,1,1,14,2,0,0
"2409 Robertsfors","2014",2,8,1,1,0,17,2,0,0
"2417 Norsjö","2002",1,10,1,4,0,12,3,0,0
"2417 Norsjö","2006",0,7,2,5,0,15,2,0,0
"2417 Norsjö","2010",0,4,4,3,0,17,3,0,0
"2417 Norsjö","2014",0,4,2,4,0,17,3,0,0
"2418 Malå","2002",7,2,2,2,0,12,5,0,1
"2418 Malå","2006",0,1,2,1,0,12,3,0,12
"2418 Malå","2010",0,0,3,1,0,13,5,0,9
"2418 Malå","2014",0,1,4,0,0,10,3,0,7
"2421 Storuman","2002",5,7,4,4,0,17,4,0,0
"2421 Storuman","2006",6,5,4,5,0,15,6,0,0
"2421 Storuman","2010",5,8,4,3,0,16,3,0,2
"2421 Storuman","2014",3,13,2,2,0,13,6,1,1
"2422 Sorsele","2002",4,4,2,3,2,13,3,0,0
"2422 Sorsele","2006",3,8,2,3,0,10,5,0,0
"2422 Sorsele","2010",2,7,0,2,1,12,7,0,0
"2422 Sorsele","2014",1,4,0,1,0,8,6,1,0
"2425 Dorotea","2002",0,2,3,0,0,13,2,0,11
"2425 Dorotea","2006",0,2,5,0,0,13,1,0,10
"2425 Dorotea","2010",0,2,4,1,0,15,2,0,7
"2425 Dorotea","2014",0,3,4,1,0,6,1,0,10
"2460 Vännäs","2002",2,8,3,2,0,15,5,0,0
"2460 Vännäs","2006",3,8,2,3,1,14,4,0,0
"2460 Vännäs","2010",4,6,2,2,2,15,4,0,0
"2460 Vännäs","2014",3,8,1,2,2,13,5,1,0
"2462 Vilhelmina","2002",1,6,5,5,0,15,3,0,0
"2462 Vilhelmina","2006",2,7,4,5,0,14,3,0,0
"2462 Vilhelmina","2010",2,4,2,3,0,19,2,0,3
"2462 Vilhelmina","2014",1,6,0,3,0,11,2,1,3
"2463 Åsele","2002",1,7,1,1,0,13,3,0,5
"2463 Åsele","2006",1,4,2,2,0,14,2,0,6
"2463 Åsele","2010",0,0,2,0,0,16,2,0,11
"2463 Åsele","2014",0,3,1,0,0,9,2,0,16
"2480 Umeå","2002",5,7,8,4,4,26,8,0,3
"2480 Umeå","2006",9,7,5,4,5,26,6,0,3
"2480 Umeå","2010",13,4,5,4,6,25,7,0,1
"2480 Umeå","2014",11,4,4,2,4,24,9,2,5
"2481 Lycksele","2002",3,3,6,5,1,19,4,0,0
"2481 Lycksele","2006",6,3,4,4,0,21,3,0,0
"2481 Lycksele","2010",7,2,4,4,1,20,3,0,0
"2481 Lycksele","2014",6,2,3,3,0,13,3,1,0
"2482 Skellefteå","2002",4,6,10,5,2,32,6,0,0
"2482 Skellefteå","2006",4,6,8,4,2,35,6,0,0
"2482 Skellefteå","2010",6,5,8,3,4,33,6,0,0
"2482 Skellefteå","2014",6,6,5,2,4,34,6,2,0
"2505 Arvidsjaur","2002",3,4,2,0,1,17,4,0,0
"2505 Arvidsjaur","2006",3,3,1,0,0,20,4,0,0
"2505 Arvidsjaur","2010",2,8,1,0,0,15,4,1,0
"2505 Arvidsjaur","2014",1,9,1,0,0,12,4,2,0
"2506 Arjeplog","2002",0,8,2,0,0,8,10,0,3
"2506 Arjeplog","2006",0,4,4,0,1,13,9,0,0
"2506 Arjeplog","2010",0,5,4,0,1,17,4,0,0
"2506 Arjeplog","2014",0,5,2,0,0,8,5,0,0
"2510 Jokkmokk","2002",1,1,1,1,3,16,5,0,7
"2510 Jokkmokk","2006",1,1,3,0,2,14,7,0,3
"2510 Jokkmokk","2010",1,1,2,0,3,15,4,0,5
"2510 Jokkmokk","2014",1,0,2,0,4,14,2,1,7
"2513 Överkalix","2002",1,6,1,0,0,18,5,0,0
"2513 Överkalix","2006",1,5,1,0,1,18,5,0,0
"2513 Överkalix","2010",1,5,1,0,1,18,5,0,0
"2513 Överkalix","2014",2,7,0,0,1,13,7,1,0
"2514 Kalix","2002",2,3,1,1,17,14,2,0,1
"2514 Kalix","2006",3,4,2,1,4,24,2,0,1
"2514 Kalix","2010",6,3,1,0,7,20,2,0,2
"2514 Kalix","2014",7,3,2,0,4,19,2,2,2
"2518 Övertorneå","2002",2,6,0,2,0,13,4,0,8
"2518 Övertorneå","2006",2,8,0,1,0,14,3,0,7
"2518 Övertorneå","2010",1,6,0,1,0,16,4,0,3
"2518 Övertorneå","2014",1,7,0,1,0,10,2,1,9
"2521 Pajala","2002",2,2,0,4,1,12,9,0,3
"2521 Pajala","2006",2,1,1,3,0,14,8,0,4
"2521 Pajala","2010",2,1,0,3,0,18,7,0,2
"2521 Pajala","2014",3,1,1,3,0,15,7,1,2
"2523 Gällivare","2002",6,1,2,1,2,13,9,0,7
"2523 Gällivare","2006",6,0,1,0,0,19,9,1,5
"2523 Gällivare","2010",7,0,0,0,1,21,7,1,4
"2523 Gällivare","2014",7,0,0,0,4,17,7,2,4
"2560 Älvsbyn","2002",1,5,2,2,0,19,8,0,2
"2560 Älvsbyn","2006",0,5,1,2,0,17,4,0,2
"2560 Älvsbyn","2010",0,7,3,1,0,13,6,0,1
"2560 Älvsbyn","2014",0,5,2,1,0,15,3,4,1
"2580 Luleå","2002",9,4,6,3,4,24,7,0,4
"2580 Luleå","2006",9,4,4,2,2,32,4,0,4
"2580 Luleå","2010",9,3,3,2,4,32,4,0,4
"2580 Luleå","2014",9,2,3,2,4,31,4,3,3
"2581 Piteå","2002",2,4,4,3,1,26,6,0,5
"2581 Piteå","2006",4,5,2,2,1,29,5,0,3
"2581 Piteå","2010",6,3,2,2,2,30,5,0,1
"2581 Piteå","2014",6,5,2,2,3,22,5,2,4
"2582 Boden","2002",6,2,2,2,2,20,6,0,9
"2582 Boden","2006",16,2,1,2,1,16,7,0,4
"2582 Boden","2010",16,1,1,1,1,21,5,1,2
"2582 Boden","2014",13,1,1,1,2,19,4,6,2
"2583 Haparanda","2002",6,6,1,1,0,16,3,0,2
"2583 Haparanda","2006",4,5,0,1,0,22,2,0,1
"2583 Haparanda","2010",6,4,0,1,0,21,3,0,0
"2583 Haparanda","2014",5,9,0,1,0,17,2,1,0
"2584 Kiruna","2002",3,2,1,1,2,15,6,0,15
"2584 Kiruna","2006",3,2,0,1,1,16,5,0,17
"2584 Kiruna","2010",4,8,1,1,1,16,6,0,8
"2584 Kiruna","2014",2,13,0,1,1,15,4,1,8
